NUC_phase1_recv2Z8m1lnHwZ	asks_for_help=是;calls_out_reader_group=否~0.41;comparison_group=否;divisive_claim=否;efficacy_promise=否;ending_asks_reader=是;has_body_sensation=否;has_direct_quote=否;has_specific_place=是;has_specific_time=是~0.64;invites_sharing=是~0.53;judged_by_others=否;narrator_identity=是;negative_outcome_happened=是~0.59;opening_type=具体事件;own_experience=是;product_role=解决方案~0.38;title_is_question=是;turning_point=否;withholds_product_name=否
NUC_phase1_recv2Z8m1lpGw1	asks_for_help=是;calls_out_reader_group=是~0.51;comparison_group=否;divisive_claim=否;efficacy_promise=否;ending_asks_reader=是;has_body_sensation=是;has_direct_quote=是;has_specific_place=是;has_specific_time=是;invites_sharing=否;judged_by_others=否;narrator_identity=是;negative_outcome_happened=是;opening_type=数据事实~0.47;own_experience=是;product_role=解决方案~0.41;title_is_question=否;turning_point=否~0.45;withholds_product_name=否
NUC_phase1_recv3JWU20d8TP	asks_for_help=是;calls_out_reader_group=否;comparison_group=是;divisive_claim=否;efficacy_promise=否;ending_asks_reader=是;has_body_sensation=是;has_direct_quote=否;has_specific_place=否;has_specific_time=否;invites_sharing=否~0.46;judged_by_others=否;narrator_identity=是;negative_outcome_happened=否;opening_type=具体事件;own_experience=是;product_role=未出现;title_is_question=是;turning_point=否;withholds_product_name=否
NUC_phase1_recv3K4xf09gDe	asks_for_help=是;calls_out_reader_group=否;comparison_group=否;divisive_claim=否;efficacy_promise=否;ending_asks_reader=是;has_body_sensation=否~0.47;has_direct_quote=否;has_specific_place=否~0.37;has_specific_time=是;invites_sharing=否;judged_by_others=否;narrator_identity=是~0.65;negative_outcome_happened=是;opening_type=观点断言;own_experience=是;product_role=解决方案~0.45;title_is_question=否;turning_point=是;withholds_product_name=否
NUC_phase1_recv3rSop52dZR	asks_for_help=是;calls_out_reader_group=否;comparison_group=否;divisive_claim=否;efficacy_promise=否;ending_asks_reader=是;has_body_sensation=是;has_direct_quote=否~0.37;has_specific_place=否;has_specific_time=是;invites_sharing=否;judged_by_others=否~0.38;narrator_identity=否;negative_outcome_happened=是;opening_type=具体事件;own_experience=是;product_role=主角;title_is_question=否;turning_point=是~0.64;withholds_product_name=否
NUC_phase1_recv4LUeQWvDEd	asks_for_help=否;calls_out_reader_group=否;comparison_group=否;divisive_claim=是~0.64;efficacy_promise=否;ending_asks_reader=否;has_body_sensation=是~0.54;has_direct_quote=否;has_specific_place=否;has_specific_time=是;invites_sharing=否;judged_by_others=否;narrator_identity=否;negative_outcome_happened=是;opening_type=观点断言;own_experience=是;product_role=主角;title_is_question=否;turning_point=是;withholds_product_name=否
NUC_phase1_recv59erAaKllf	asks_for_help=是;calls_out_reader_group=否;comparison_group=是;divisive_claim=否~0.42;efficacy_promise=否;ending_asks_reader=否;has_body_sensation=否;has_direct_quote=是;has_specific_place=是~0.60;has_specific_time=否;invites_sharing=否;judged_by_others=否;narrator_identity=是;negative_outcome_happened=否~0.44;opening_type=身份自述~0.53;own_experience=是;product_role=解决方案;title_is_question=是;turning_point=否;withholds_product_name=否
OKMAN_phase1_recvmpA0N0zZng	asks_for_help=是;calls_out_reader_group=否;comparison_group=否;divisive_claim=否;efficacy_promise=否;ending_asks_reader=否~0.38;has_body_sensation=否;has_direct_quote=否;has_specific_place=否;has_specific_time=是;invites_sharing=否;judged_by_others=否;narrator_identity=是;negative_outcome_happened=是~0.58;opening_type=具体事件;own_experience=是;product_role=未出现;title_is_question=是;turning_point=否;withholds_product_name=否
OKMAN_phase1_recvnBz7VKNxqT	asks_for_help=否;calls_out_reader_group=否~0.47;comparison_group=否;divisive_claim=否;efficacy_promise=否;ending_asks_reader=否;has_body_sensation=否;has_direct_quote=否;has_specific_place=否;has_specific_time=否;invites_sharing=否;judged_by_others=否;narrator_identity=是;negative_outcome_happened=否~0.44;opening_type=感叹情绪;own_experience=是;product_role=未出现;title_is_question=否;turning_point=否;withholds_product_name=否
OKMAN_phase1_recvngg4GKFMep	asks_for_help=否;calls_out_reader_group=否;comparison_group=否;divisive_claim=否;efficacy_promise=否;ending_asks_reader=否;has_body_sensation=否;has_direct_quote=是;has_specific_place=是;has_specific_time=是;invites_sharing=否;judged_by_others=否;narrator_identity=是;negative_outcome_happened=否;opening_type=具体事件;own_experience=是;product_role=未出现;title_is_question=否;turning_point=是~0.65;withholds_product_name=否
OKMAN_phase1_recvngg4GKkBDr	asks_for_help=是;calls_out_reader_group=是;comparison_group=否;divisive_claim=否;efficacy_promise=否;ending_asks_reader=是;has_body_sensation=否;has_direct_quote=否;has_specific_place=否;has_specific_time=是;invites_sharing=否;judged_by_others=否;narrator_identity=否;negative_outcome_happened=是;opening_type=观点断言;own_experience=是;product_role=主角~0.51;title_is_question=否;turning_point=否;withholds_product_name=否
OKMAN_phase1_recvoEvW6RrpbZ	asks_for_help=是;calls_out_reader_group=否~0.50;comparison_group=否;divisive_claim=否;efficacy_promise=否;ending_asks_reader=否;has_body_sensation=否;has_direct_quote=否;has_specific_place=否~0.44;has_specific_time=否;invites_sharing=否;judged_by_others=否;narrator_identity=否;negative_outcome_happened=否;opening_type=具体事件;own_experience=否~0.46;product_role=解决方案~0.49;title_is_question=是;turning_point=否;withholds_product_name=否
OKMAN_phase1_recvqtis0iHKYk	asks_for_help=否;calls_out_reader_group=否;comparison_group=否;divisive_claim=否;efficacy_promise=否;ending_asks_reader=否;has_body_sensation=否;has_direct_quote=否;has_specific_place=否;has_specific_time=否;invites_sharing=否;judged_by_others=否;narrator_identity=否;negative_outcome_happened=是;opening_type=具体事件~0.46;own_experience=是~0.60;product_role=未出现;turning_point=否;withholds_product_name=否
OKMAN_phase1_recvqtis0iPO6T	asks_for_help=是;calls_out_reader_group=否;comparison_group=否;divisive_claim=否;efficacy_promise=否;ending_asks_reader=否~0.44;has_body_sensation=否;has_direct_quote=否;has_specific_place=否;has_specific_time=否;invites_sharing=否;judged_by_others=否;narrator_identity=否;negative_outcome_happened=否;opening_type=提问;own_experience=否;product_role=未出现;title_is_question=是;turning_point=否;withholds_product_name=否
OKMAN_phase1_recvrd83rmaspe	asks_for_help=否;calls_out_reader_group=否;comparison_group=否;divisive_claim=是;efficacy_promise=否;ending_asks_reader=否;has_body_sensation=否;has_direct_quote=否~0.40;has_specific_place=否;has_specific_time=否;invites_sharing=否;judged_by_others=否;narrator_identity=否;negative_outcome_happened=否;opening_type=观点断言;own_experience=否;product_role=主角;title_is_question=是;turning_point=否;withholds_product_name=否
OKMAN_phase1_recvrd83rmeBC5	asks_for_help=是;calls_out_reader_group=否;comparison_group=否;divisive_claim=否;efficacy_promise=否;ending_asks_reader=否;has_body_sensation=否;has_direct_quote=否;has_specific_place=否;has_specific_time=否;invites_sharing=否;judged_by_others=否;narrator_identity=否;negative_outcome_happened=否;opening_type=提问;own_experience=否;product_role=未出现;title_is_question=是;turning_point=否;withholds_product_name=否
OKMAN_phase1_recvrTMpirGoN0	asks_for_help=是;calls_out_reader_group=否;comparison_group=否;divisive_claim=否;efficacy_promise=否;ending_asks_reader=是~0.59;has_body_sensation=否;has_direct_quote=否;has_specific_place=否;has_specific_time=否~0.50;invites_sharing=否;judged_by_others=否;narrator_identity=否;negative_outcome_happened=否;opening_type=提问;own_experience=否~0.38;product_role=未出现;title_is_question=否;turning_point=否;withholds_product_name=否
SPX_phase1_recvqVAd4Gs0Lw	asks_for_help=是;calls_out_reader_group=是;comparison_group=否;divisive_claim=否;efficacy_promise=否;ending_asks_reader=是;has_body_sensation=否;has_direct_quote=否;has_specific_place=否;has_specific_time=是~0.55;invites_sharing=否;judged_by_others=否;narrator_identity=是~0.63;negative_outcome_happened=否;opening_type=感叹情绪;own_experience=是;product_role=解决方案~0.45;title_is_question=是;turning_point=否;withholds_product_name=否
SPX_phase1_recvqVAd4GvnCd	asks_for_help=否;calls_out_reader_group=否~0.43;comparison_group=否;divisive_claim=否~0.36;efficacy_promise=否;ending_asks_reader=否;has_body_sensation=否;has_direct_quote=是~0.61;has_specific_place=是;has_specific_time=是;invites_sharing=否;judged_by_others=否;narrator_identity=否;negative_outcome_happened=否;opening_type=具体事件~0.50;own_experience=否~0.47;product_role=主角;title_is_question=是;turning_point=否;withholds_product_name=否
SPX_phase1_recvrojVKWoBzU	asks_for_help=是;calls_out_reader_group=否~0.41;comparison_group=否;divisive_claim=否;efficacy_promise=否;ending_asks_reader=是;has_body_sensation=否;has_direct_quote=否;has_specific_place=否~0.39;has_specific_time=否;invites_sharing=否;judged_by_others=否;narrator_identity=否;negative_outcome_happened=否;opening_type=具体事件;own_experience=否;product_role=主角;title_is_question=是;turning_point=否;withholds_product_name=否
SPX_phase1_recvsxkitAfnoK	asks_for_help=否;calls_out_reader_group=否;comparison_group=否;divisive_claim=否;efficacy_promise=否;ending_asks_reader=否;has_body_sensation=否;has_direct_quote=是;has_specific_place=是;has_specific_time=是;invites_sharing=否;judged_by_others=否;narrator_identity=是;negative_outcome_happened=否;opening_type=身份自述;own_experience=是;product_role=主角;title_is_question=否;turning_point=是;withholds_product_name=否
SPX_phase1_recvsxkitAgg8c	asks_for_help=否;calls_out_reader_group=否;comparison_group=否;divisive_claim=是~0.56;efficacy_promise=否~0.48;ending_asks_reader=否;has_body_sensation=是;has_direct_quote=否;has_specific_place=是;has_specific_time=是;invites_sharing=否;judged_by_others=是~0.58;narrator_identity=否;negative_outcome_happened=否~0.50;opening_type=具体事件;own_experience=是;product_role=解决方案;title_is_question=否;turning_point=是~0.64;withholds_product_name=否
SPX_phase1_recvtWVFOW0mGs	asks_for_help=是;calls_out_reader_group=否~0.50;comparison_group=否;divisive_claim=否;efficacy_promise=否;ending_asks_reader=是;has_body_sensation=否;has_direct_quote=否;has_specific_place=否~0.47;has_specific_time=是;invites_sharing=否;judged_by_others=否;narrator_identity=否;negative_outcome_happened=否;opening_type=具体事件;own_experience=否;product_role=顺带一提~0.41;title_is_question=是;turning_point=否;withholds_product_name=否
SPX_phase1_recvtWVFOWlNeJ	asks_for_help=是;calls_out_reader_group=否;comparison_group=否;divisive_claim=否;efficacy_promise=否;ending_asks_reader=是;has_body_sensation=是;has_direct_quote=否;has_specific_place=是~0.56;has_specific_time=是;invites_sharing=否;judged_by_others=否;narrator_identity=否;negative_outcome_happened=是;opening_type=具体事件;own_experience=是;product_role=未出现;title_is_question=否;turning_point=是~0.63;withholds_product_name=否
SPX_phase1_recvuS8Ulp9cSB	asks_for_help=否;calls_out_reader_group=否;comparison_group=否;divisive_claim=否;efficacy_promise=否;ending_asks_reader=是;has_body_sensation=是;has_direct_quote=否;has_specific_place=否~0.41;has_specific_time=否;invites_sharing=否;judged_by_others=否;narrator_identity=是;negative_outcome_happened=是;opening_type=具体事件;own_experience=是;product_role=解决方案~0.53;title_is_question=否;turning_point=否~0.49;withholds_product_name=否
SPX_phase1_recvuwbllHNBgv	asks_for_help=是;calls_out_reader_group=否;comparison_group=否;divisive_claim=否;efficacy_promise=否;ending_asks_reader=是;has_body_sensation=是;has_direct_quote=否;has_specific_place=是;has_specific_time=否;invites_sharing=否;judged_by_others=否;narrator_identity=否;negative_outcome_happened=是;opening_type=具体事件;own_experience=是;product_role=主角~0.45;title_is_question=是;turning_point=否;withholds_product_name=否
SPX_phase1_recvvh0Dj273Co	asks_for_help=是;calls_out_reader_group=否~0.35;comparison_group=否;divisive_claim=否;efficacy_promise=否;ending_asks_reader=是;has_body_sensation=否;has_direct_quote=否;has_specific_place=是;has_specific_time=否;invites_sharing=否;judged_by_others=否;narrator_identity=否;negative_outcome_happened=否;opening_type=具体事件;own_experience=是;product_role=解决方案~0.50;title_is_question=否;turning_point=是;withholds_product_name=否
